,logreg_loss,logreg_acc,svm_loss,svm_acc,onehidden_loss,onehidden_acc,deepnn_loss,deepnn_acc,simpleconv_loss,simpleconv_acc,deepconv_loss,deepconv_acc,simplelstm_loss,simplelstm_acc,deeplstm_loss,deeplstm_acc
10,0.0650175274078939,0.9290780141843972,0.218606573079072,0.9,0.11322954039465874,0.9560283687943263,0.13290631392217697,0.950354609929078,0.20825652628080218,0.9120567375886525,0.20540930179099665,0.9092198581560283,0.44019922821234303,0.7879432624113475,0.3293036646031319,0.8567375886524823
11,0.0643954552749687,0.9290780141843972,0.21702252843067155,0.9056737588652483,0.13238052132915942,0.951063829787234,0.11250648531098421,0.9574468085106383,0.19816321424135924,0.9120567375886525,0.1448171637912697,0.9411347517730496,0.393704879495269,0.8177304964539007,0.36976485928745134,0.8375886524822695
12,0.06440997996519432,0.925531914893617,0.21804278992803383,0.9042553191489362,0.14361797304863624,0.9482269503546099,0.13852245865772803,0.948936170212766,0.19700122639431175,0.9375886524822695,0.17452874193166165,0.9234042553191489,0.41876525794360653,0.8063829787234043,0.3308073691019775,0.8553191489361702
13,0.06544371178201962,0.924822695035461,0.2176577018719193,0.9035460992907801,0.12756838846079846,0.950354609929078,0.13576959410735162,0.951063829787234,0.1917721135819212,0.9205673758865248,0.15140786100152537,0.9482269503546099,0.35939583846017825,0.8361702127659575,0.3305323255823014,0.85177304964539
14,0.06422804663790033,0.9319148936170213,0.21616597479433877,0.898581560283688,0.1329149364579654,0.9482269503546099,0.1317005841520529,0.949645390070922,0.19275799820609127,0.9170212765957447,0.14995679571062115,0.9354609929078014,0.36370704190950864,0.8361702127659575,0.29322526304857105,0.8773049645390071
15,0.06472512363515635,0.9340425531914893,0.21867071477868033,0.9042553191489362,0.13471954055923097,0.9517730496453901,0.11646030422049106,0.9595744680851064,0.19743001921802547,0.9141843971631206,0.18127258123024137,0.9191489361702128,0.40867880054399475,0.8085106382978723,0.32237686633218265,0.8595744680851064
16,0.06387703119519543,0.9276595744680851,0.21800302595217178,0.9063829787234042,0.11992532685531158,0.9588652482269504,0.13874654466061728,0.9517730496453901,0.1819672557479101,0.9276595744680851,0.20944427530023646,0.9063829787234042,0.4005566765653326,0.8141843971631205,0.28814420827948456,0.875177304964539
17,0.0647066878802176,0.9312056737588652,0.21790665415584617,0.9,0.12972896089050787,0.950354609929078,0.1443364313625275,0.951063829787234,0.21920970103419418,0.9134751773049645,0.16197813398449135,0.9319148936170213,0.41142288361880797,0.8106382978723404,0.3468393247600988,0.8453900709219858
18,0.06451540723416611,0.924822695035461,0.2184954676380817,0.9035460992907801,0.12326141417964448,0.9546099290780142,0.12858252126115857,0.9531914893617022,0.2078612223161873,0.9219858156028369,0.18583022960270126,0.9205673758865248,0.43819358374210116,0.7943262411347518,0.3119583136223732,0.8631205673758865
19,0.06489463229366439,0.9290780141843972,0.21787617644096943,0.9035460992907801,0.11883164783741565,0.9602836879432625,0.13549071818273117,0.9524822695035461,0.19729257716354748,0.9205673758865248,0.13233514713480118,0.951063829787234,0.3895523354094079,0.823404255319149,0.33714735157100867,0.8489361702127659
